City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
631,Vao,NC,79.66,broken clouds,-22.6667,167.4833,Hotel Kou-Bugny
634,Cucuta,CO,75.15,scattered clouds,7.8833,-72.5053,Hotel Casino Internacional
635,Nakamura,JP,69.73,few clouds,32.9833,132.9333,Hotel Crown Hills Nakamura
637,Xam Nua,LA,79.84,scattered clouds,20.4197,104.0439,Xee Wang Guesthouse
639,Mineiros,BR,73.24,overcast clouds,-17.5694,-52.5511,Pilões Palace Hotel
640,Yanam,IN,83.86,clear sky,16.7333,82.2167,The Regency Hotel
641,Puerto Del Rosario,ES,62.35,clear sky,28.5004,-13.8627,Hotel JM Puerto del Rosario
652,Camopi,GF,71.69,overcast clouds,3.1655,-52.3158,La pousada
654,Kroonstad,ZA,60.01,broken clouds,-27.6504,27.2349,Travel Inn Kroonstad
655,Dakar,SN,76.08,clear sky,14.6937,-17.4441,Novotel Dakar
658,Buala,SB,83.73,light rain,-8.145,159.5921,Maringe Lagoon Lodge
659,Kavieng,PG,85.48,overcast clouds,-2.5744,150.7967,Nusa Island Retreat
660,Dalaba,GN,65.05,broken clouds,10.7,-12.25,Hôtel Tangama
668,Manyoni,TZ,60.84,overcast clouds,-5.7467,34.8382,bm lodge bm lodge
670,Atambua,ID,83.84,overcast clouds,-9.1061,124.8925,Kost Alfa Flat
674,Sibolga,ID,85.15,broken clouds,1.7427,98.7792,Hotel Syariah CN Darussalam
677,Labrea,BR,72.97,moderate rain,-7.2586,-64.7981,Hotel Novo Horizonte
679,Khed Brahma,IN,79.86,clear sky,24.0333,73.05,UMIYA NASTA HOUSE
682,Bandipur,NP,69.33,clear sky,27.9333,84.4167,Bandipur Guest House
685,Port Macquarie,AU,76.89,broken clouds,-31.4333,152.9167,Rydges Port Macquarie
688,Biak,ID,83.97,broken clouds,-0.9131,122.8766,Penginapan Kim
693,Loiza,PR,77.05,scattered clouds,18.4313,-65.8802,Puerto Rico Vacation Villas at Aquatika
